"warm","yr89","male","white","age","ed","prst","warmlt2","warmlt3","warmlt4"
4,0,1,1,48,4,17,0,0,0
4,0,0,1,54,16,63,0,0,0
4,0,0,1,33,12,50,0,0,0
4,1,0,1,57,12,17,0,0,0
4,0,0,1,23,11,34,0,0,0
4,0,1,1,20,12,45,0,0,0
4,0,0,1,35,15,58,0,0,0
4,0,0,1,38,13,43,0,0,0
4,0,1,1,37,18,67,0,0,0
4,0,0,1,32,16,60,0,0,0
4,1,1,1,24,15,22,0,0,0
4,1,0,0,56,18,43,0,0,0
4,0,1,0,39,16,63,0,0,0
4,0,1,1,26,12,15,0,0,0
4,0,1,1,69,8,33,0,0,0
4,0,0,1,38,17,60,0,0,0
4,0,0,0,26,12,57,0,0,0
4,1,0,1,45,16,61,0,0,0
4,0,0,1,26,14,14,0,0,0
4,0,1,1,41,14,46,0,0,0
4,1,1,1,72,15,49,0,0,0
4,0,0,1,48,12,26,0,0,0
4,1,0,1,38,10,31,0,0,0
4,1,0,1,67,12,27,0,0,0
4,0,0,1,20,12,22,0,0,0
4,1,1,1,55,9,23,0,0,0
4,0,1,1,58,4,41,0,0,0
4,0,1,1,31,17,20,0,0,0
4,0,0,0,22,11,22,0,0,0
4,0,1,1,30,10,20,0,0,0
4,0,0,1,31,12,16,0,0,0
4,0,0,1,33,12,45,0,0,0
4,0,1,1,51,12,47,0,0,0
4,0,0,1,62,12,34,0,0,0
4,1,0,1,41,12,56,0,0,0
4,0,1,1,31,14,33,0,0,0
4,1,0,1,28,12,46,0,0,0
4,0,1,1,23,12,16,0,0,0
4,1,1,1,23,14,39,0,0,0
4,0,0,1,62,12,17,0,0,0
4,0,0,1,56,12,61,0,0,0
4,0,0,1,53,12,50,0,0,0
4,1,0,0,32,13,46,0,0,0
4,1,0,0,69,12,61,0,0,0
4,0,0,1,30,12,57,0,0,0
4,0,1,1,57,3,37,0,0,0
4,1,1,1,25,15,50,0,0,0
4,0,1,1,77,16,74,0,0,0
4,1,0,1,27,12,29,0,0,0
4,0,0,1,50,13,46,0,0,0
4,1,0,1,21,12,31,0,0,0
4,0,1,1,34,12,48,0,0,0
4,1,1,1,26,16,55,0,0,0
4,1,1,1,38,17,49,0,0,0
4,0,0,1,40,17,43,0,0,0
4,0,0,1,50,10,44,0,0,0
4,0,0,1,22,14,46,0,0,0
4,1,0,1,39,14,36,0,0,0
4,1,0,1,31,12,20,0,0,0
4,0,0,1,29,13,31,0,0,0
4,0,1,1,42,8,28,0,0,0
4,1,1,1,25,16,76,0,0,0
4,0,0,0,33,11,43,0,0,0
4,0,1,1,34,11,33,0,0,0
4,0,1,0,49,5,33,0,0,0
4,0,0,1,58,14,56,0,0,0
4,1,0,0,35,12,36,0,0,0
4,0,0,1,20,12,20,0,0,0
4,0,0,1,20,12,36,0,0,0
4,0,1,1,49,8,50,0,0,0
4,1,0,1,32,20,78,0,0,0
4,0,0,1,39,12,46,0,0,0
4,0,0,0,24,13,61,0,0,0
4,0,0,0,28,14,41,0,0,0
4,0,0,1,25,13,36,0,0,0
4,1,0,1,30,13,36,0,0,0
4,0,0,1,41,18,61,0,0,0
4,0,0,1,69,5,36,0,0,0
4,1,0,1,37,12,62,0,0,0
4,0,1,0,23,15,36,0,0,0
4,0,0,1,66,12,32,0,0,0
4,1,0,1,60,14,42,0,0,0
4,0,0,0,22,15,35,0,0,0
4,1,0,1,51,12,18,0,0,0
4,0,0,1,47,12,42,0,0,0
4,1,0,1,73,12,46,0,0,0
4,0,0,0,22,14,31,0,0,0
4,0,1,1,28,12,32,0,0,0
4,1,0,1,70,16,50,0,0,0
4,0,1,1,42,5,17,0,0,0
4,1,0,1,42,12,45,0,0,0
4,1,0,1,49,12,31,0,0,0
4,1,1,1,39,7,28,0,0,0
4,0,0,1,57,13,46,0,0,0
4,1,0,1,25,17,60,0,0,0
4,1,0,1,58,9,27,0,0,0
4,0,0,1,25,13,46,0,0,0
4,0,0,0,37,12,36,0,0,0
4,1,0,1,57,7,14,0,0,0
4,0,1,1,63,19,68,0,0,0
4,1,1,1,58,14,48,0,0,0
4,1,0,1,34,13,46,0,0,0
4,0,1,1,59,18,74,0,0,0
4,1,0,1,31,18,69,0,0,0
4,0,1,0,34,9,18,0,0,0
4,1,1,1,44,12,37,0,0,0
4,1,0,1,48,12,27,0,0,0
4,0,0,0,39,12,41,0,0,0
4,1,0,1,35,14,50,0,0,0
4,1,0,1,34,12,36,0,0,0
4,1,1,1,54,17,36,0,0,0
4,0,0,1,48,12,46,0,0,0
4,1,0,1,40,16,46,0,0,0
4,1,0,1,41,18,63,0,0,0
4,0,0,1,44,12,48,0,0,0
4,1,0,1,44,19,48,0,0,0
4,0,0,1,50,17,63,0,0,0
4,1,0,1,51,17,60,0,0,0
4,1,1,1,31,17,46,0,0,0
4,0,1,1,72,10,37,0,0,0
4,1,0,1,31,16,50,0,0,0
4,0,0,1,65,12,62,0,0,0
4,0,0,1,45,10,34,0,0,0
4,1,0,1,32,15,50,0,0,0
4,1,1,1,41,16,50,0,0,0
4,1,1,1,38,19,76,0,0,0
4,0,1,1,34,17,61,0,0,0
4,0,0,0,44,16,63,0,0,0
4,1,0,1,43,12,12,0,0,0
4,1,0,1,39,18,60,0,0,0
4,1,0,1,81,12,50,0,0,0
4,1,1,1,41,15,36,0,0,0
4,0,0,1,33,15,46,0,0,0
4,0,1,1,41,16,50,0,0,0
4,0,0,1,52,12,33,0,0,0
4,0,1,1,48,9,34,0,0,0
4,0,0,1,38,12,62,0,0,0
4,1,0,0,87,5,18,0,0,0
4,1,0,1,64,12,19,0,0,0
4,0,0,1,41,14,48,0,0,0
4,0,0,1,26,15,62,0,0,0
4,1,0,1,61,9,18,0,0,0
4,1,0,1,38,18,62,0,0,0
4,0,1,1,30,16,57,0,0,0
4,1,0,1,67,13,45,0,0,0
4,1,0,1,28,9,31,0,0,0
4,0,0,1,27,18,63,0,0,0
4,1,0,1,67,13,44,0,0,0
4,1,0,0,21,15,61,0,0,0
4,0,0,1,55,16,62,0,0,0
4,0,0,1,60,12,36,0,0,0
4,1,0,0,31,14,36,0,0,0
4,0,0,1,37,10,20,0,0,0
4,0,0,1,30,12,25,0,0,0
4,1,0,1,33,12,32,0,0,0
4,1,1,1,74,11,50,0,0,0
4,0,1,0,25,13,32,0,0,0
4,1,1,1,50,14,34,0,0,0
4,1,1,1,24,12,19,0,0,0
4,1,1,1,54,8,32,0,0,0
4,1,0,0,47,14,50,0,0,0
4,1,0,0,47,13,57,0,0,0
4,1,0,0,24,12,41,0,0,0
4,1,0,0,44,13,47,0,0,0
4,0,0,1,30,12,43,0,0,0
4,0,1,1,60,7,27,0,0,0
4,1,1,1,33,12,32,0,0,0
4,1,1,1,46,17,78,0,0,0
4,1,0,1,75,12,42,0,0,0
4,1,0,1,24,12,50,0,0,0
4,1,0,1,31,14,23,0,0,0
4,1,1,0,22,11,29,0,0,0
4,1,0,0,56,8,14,0,0,0
4,0,0,0,37,13,25,0,0,0
4,0,1,0,36,13,56,0,0,0
4,1,0,0,28,15,46,0,0,0
4,0,1,1,50,14,56,0,0,0
4,0,0,1,40,16,57,0,0,0
4,0,0,1,32,11,19,0,0,0
4,1,1,1,19,11,39,0,0,0
4,0,0,0,33,16,60,0,0,0
4,1,0,0,35,9,22,0,0,0
4,0,0,1,29,12,46,0,0,0
4,1,1,1,41,12,17,0,0,0
4,1,0,0,43,16,52,0,0,0
4,0,1,1,30,14,31,0,0,0
4,1,0,1,27,10,39,0,0,0
4,0,1,1,22,12,36,0,0,0
4,0,0,1,44,11,34,0,0,0
4,0,0,1,38,12,36,0,0,0
4,1,1,1,28,14,50,0,0,0
4,1,0,1,22,12,48,0,0,0
4,0,0,0,41,14,60,0,0,0
4,0,0,1,53,10,39,0,0,0
4,1,0,0,36,12,18,0,0,0
4,1,0,1,37,16,50,0,0,0
4,1,1,1,30,10,47,0,0,0
4,0,0,1,55,11,46,0,0,0
4,1,0,1,39,17,63,0,0,0
4,1,0,0,55,14,36,0,0,0
4,0,0,1,27,12,31,0,0,0
